,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
446,2019-00056845,9/29/2019,1:00,South Gate at 7567 Regents Dr,9/29/2019,1:42,Injured/Sick Person,CBE
448,2019-00056857,9/29/2019,{NO TIME},7400 block of Baltimore Ave,9/29/2019,3:00,Injured/Sick Person,CBE
450,2019-00056861,9/29/2019,2:30,"Leonardtown #240, Leonardtown at 4624 Norwich Rd",9/29/2019,3:44,Other Incident,Active/Pending
452,2019-00056897,9/27/2019,16:45,3900 block of Denton Service Ln,9/29/2019,12:28,Other Incident,CBE
454,2019-00056971,9/29/2019,18:50,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",9/29/2019,18:50,Trespassing,Arrest
456,2019-00056979,9/29/2019,20:23,"Leonardtown #240, Leonardtown at 4624 Norwich Rd",9/29/2019,20:23,Suspicious Person/Auto,Active/Pending
458,2019-00057001,9/29/2019,20:24,"Leonardtown #241, Leonardtown at 4642 Norwich Rd",9/29/2019,23:53,Suspicious Person/Auto,Summons Issued
460,2019-00057003,9/30/2019,0:05,North Gate at 4306 Campus Dr,9/30/2019,0:05,DWI/DUI,Arrest
462,2019-00057080,9/30/2019,9:30,Field Hockey & Lacrosse Complex at 8483 Paint Branch Dr,9/30/2019,9:44,Injured/Sick Person,CBE
464,2019-00057202,9/28/2019,8:00,6900 block of Preinkert Dr,9/30/2019,17:24,Theft,Active/Pending
466,2019-00057277,9/30/2019,23:51,Artemesia Building at 8400 Baltimore Ave,9/30/2019,23:51,DWI/DUI,Arrest
0,2019-00057382,10/1/2019,8:35,Martin Hall at 4298 Campus Dr,10/1/2019,8:40,Injured/Sick Person,CBE
2,2019-00057422,9/30/2019,16:00,"Calvert, Calvert Hall at 7551 Calvert Service Ln",10/1/2019,11:31,Theft,Investigation Pending
4,2019-00057434,10/1/2019,12:39,Regents Dr,10/1/2019,12:39,Injured/Sick Person,CBE
6,2019-00057437,10/1/2019,12:52,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/1/2019,12:57,Title IX Incident Non Criminal,CBE
8,2019-00057459,10/1/2019,14:00,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",10/1/2019,15:17,Theft,Unfounded
10,2019-00057478,10/1/2019,17:13,"Tydings, Tydings Hall at 7343 Preinkert Dr",10/1/2019,17:13,Injured/Sick Person,CBE
12,2019-00057502,10/1/2019,19:25,3700 block of Campus Dr,10/1/2019,19:25,Indecent Exposure (Title IX Related),Arrest
14,2019-00057571,10/2/2019,0:03,Lot 9b,10/2/2019,0:03,CDS Violation,Arrest
16,2019-00057575,10/2/2019,{NO TIME},"Oakland, Oakland Hall at 3912 Denton Service Ln",10/2/2019,0:07,CDS Violation,Arrest
18,2019-00057656,10/2/2019,8:59,"Journalism Building, Knight Hall at 7765 Alumni Dr",10/2/2019,8:59,Injured/Sick Person,CBE
20,2019-00057686,10/2/2019,10:41,4200 block of Valley Dr,10/2/2019,10:41,Injured/Sick Person,CBE
22,2019-00057726,9/27/2019,13:00,Lot A,10/2/2019,13:58,Theft,Investigation Pending
24,2019-00057737,9/23/2019,17:15,7500 block of Mowatt Ln,10/2/2019,15:23,Theft,Active/Pending
26,2019-00057746,10/2/2019,16:09,"Cambridge, Cambridge Hall at 4230 Farm Dr",10/2/2019,16:09,Emergency Petition,CBE
28,2019-00057751,9/27/2019,23:00,"Dorchester, Dorchester Hall at 3947 Campus Dr",10/2/2019,16:15,Other Incident,CBE
30,2019-00057758,9/27/2019,20:00,"Prince George's, Prince George's Hall at 7527 Calvert Service Ln",10/2/2019,17:20,Theft,Investigation Pending
32,2019-00057768,10/2/2019,18:00,4300 block of Knox Rd,10/2/2019,18:36,Theft,Active/Pending
34,2019-00057771,10/2/2019,11:00,McKeldin Library at 7649 Library Ln,10/2/2019,18:45,Theft,Investigation Pending
36,2019-00057803,10/2/2019,22:37,4100 block of Valley Dr,10/2/2019,22:42,Injured/Sick Person,CBE
38,2019-00057912,10/2/2019,19:00,7000 block of Preinkert Dr,10/3/2019,9:01,Other Incident,CBE
40,2019-00057923,10/3/2019,10:50,"Tawes, Tawes Hall at 7751 Alumni Dr",10/3/2019,10:50,Injured/Sick Person,CBE
42,2019-00057955,9/25/2019,13:59,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",10/3/2019,13:59,Theft,Arrest
44,2019-00058083,10/3/2019,23:47,Baltimore Ave,10/3/2019,23:47,CDS Violation,Arrest
46,2019-00058099,10/4/2019,0:36,Beechwood Rd,10/4/2019,0:36,DWI/DUI,Arrest
48,2019-00058105,10/4/2019,1:29,Baltimore Ave,10/4/2019,1:29,Warrant/Summons Service,Arrest
50,2019-00058123,10/4/2019,3:27,"Frederick, Frederick Hall at 4402 Lehigh Rd",10/4/2019,3:27,Injured/Sick Person,CBE
52,2019-00058301,10/4/2019,18:08,"Recreation Artificial Turf Field, Turf Field, Turf Fields",10/4/2019,18:08,Injured/Sick Person,CBE
54,2019-00058321,10/4/2019,18:55,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/4/2019,18:55,Injured/Sick Person,CBE
56,2019-00058393,10/4/2019,23:26,7500 block of Mowatt Ln,10/4/2019,23:26,Injured/Sick Person,CBE
58,2019-00058426,10/5/2019,0:33,"Oakland, Oakland Hall at 3912 Denton Service Ln",10/5/2019,0:33,CDS Violation,Arrest
60,2019-00058428,10/5/2019,0:39,6900 block of Preinkert Dr,10/5/2019,0:39,CDS Violation,Arrest
62,2019-00058430,10/5/2019,0:49,College Park Towers (Hartwick Road) at 4330 Hartwick Rd,10/5/2019,0:49,Injured/Sick Person,CBE
64,2019-00058432,10/5/2019,1:12,Alpha Delti Pi at 4535 College Ave,10/5/2019,1:12,Injured/Sick Person,CBE
66,2019-00058441,10/5/2019,1:45,Montgomery at 7570 Regents Dr,10/5/2019,1:45,Suspicious Activity,Active/Pending
68,2019-00058442,10/5/2019,2:49,Ellicott at 4052 Stadium Dr,10/5/2019,2:49,Injured/Sick Person,CBE
70,2019-00058588,10/6/2019,0:06,"Prince George's, Prince George's Hall at 7527 Calvert Service Ln",10/6/2019,0:06,CDS Violation,Arrest
72,2019-00058601,10/6/2019,0:38,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",10/6/2019,0:38,Suspicious Person/Auto,CBE
74,2019-00058603,10/6/2019,0:47,Cornerstone at 7325 Baltimore Ave,10/6/2019,0:49,Assist Other Agency,CBE
76,2019-00058693,10/6/2019,13:20,4200 block of Stadium Dr,10/6/2019,13:20,Other Incident,CBE
78,2019-00058748,10/6/2019,21:21,Pocomoke at 7569 Baltimore Ave,10/6/2019,21:21,CDS Violation,Arrest
80,2019-00058770,10/6/2019,23:43,"Oakland, Oakland Hall at 3912 Denton Service Ln",10/6/2019,23:43,CDS Violation,Arrest
82,2019-00058921,7/19/2019,14:42,Alpha Chi Omega at 4525 College Ave,10/7/2019,11:19,Theft,Investigation Pending
84,2019-00058942,10/7/2019,13:30,"Football Team House, Gossett, Gossett Football Team House at 4068 Fieldhouse Dr",10/7/2019,14:25,Assault,CBE
86,2019-00058986,10/7/2019,17:47,Baltimore Ave,10/7/2019,17:47,CDS Violation,Arrest
88,2019-00059044,10/7/2019,22:58,Baltimore Ave,10/7/2019,22:58,CDS Violation,Arrest
90,2019-00059051,10/7/2019,15:00,4800 block of Berwyn House Rd,10/7/2019,23:05,Assist Other Agency,CBE
92,2019-00059172,10/8/2019,11:04,3900 block of Denton Service Ln,10/8/2019,11:04,Injured/Sick Person,CBE
94,2019-00059201,9/23/2019,22:30,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",10/8/2019,14:02,Theft,Investigation Pending
96,2019-00059203,10/8/2019,14:24,"Van Munching, Van Munching Hall at 7699 Mowatt Ln",10/8/2019,14:24,Injured/Sick Person,CBE
98,2019-00059205,10/8/2019,11:00,4700 block of Berwyn House Rd,10/8/2019,15:13,Suspicious Activity,CBE
100,2019-00059216,10/8/2019,16:23,10000 block of Baltimore Ave,10/8/2019,16:23,Accident - Departmental,CBE
102,2019-00059223,10/8/2019,17:00,3900 block of Campus Dr,10/8/2019,17:50,Injured/Sick Person,CBE
104,2019-00059320,10/9/2019,0:39,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",10/9/2019,0:39,DWI/DUI,Arrest
106,2019-00059335,10/9/2019,2:19,Baltimore Ave,10/9/2019,2:19,DWI/DUI,Arrest
108,2019-00059507,10/9/2019,21:57,"Plant Operations & Maintenance Shops, WeWork at 7761 Diamondback Dr",10/9/2019,21:57,Assist Other Agency,Active/Pending
110,2019-00059523,10/9/2019,22:00,Knox Rd,10/9/2019,23:05,Assist Other Agency,CBE
112,2019-00059575,10/10/2019,1:55,Mowatt Ln,10/10/2019,1:55,CDS Violation,Arrest
114,2019-00059587,10/10/2019,3:32,Town Hall at 8135 Baltimore Ave,10/10/2019,3:32,DWI/DUI,Arrest
116,2019-00059588,10/10/2019,3:37,University Club at 4800 Berwyn House Rd,10/10/2019,3:37,DWI/DUI,Arrest
118,2019-00059648,10/10/2019,10:00,Washington Quad,10/10/2019,11:12,Hate Bias Incident,Investigation Pending
120,2019-00059655,10/10/2019,12:00,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",10/10/2019,12:11,Theft,CBE
122,2019-00059661,10/10/2019,13:23,3400 block of Tulane Dr,10/10/2019,13:23,Suspicious Person/Auto,CBE
124,2019-00059677,10/10/2019,17:25,Frat Row,10/10/2019,17:32,Injured/Sick Person,CBE
126,2019-00059747,10/10/2019,22:21,4100 block of Valley Dr,10/10/2019,22:21,CDS Violation,Arrest
128,2019-00059749,10/10/2019,22:36,Knox Rd,10/10/2019,22:36,DWI/DUI,Arrest
130,2019-00059813,10/11/2019,1:47,8300 block of Boteler Ln,10/11/2019,1:47,CDS Violation,Arrest
132,2019-00059816,10/11/2019,2:33,Baltimore Ave,10/11/2019,2:33,DWI/DUI,Arrest
134,2019-00059819,10/11/2019,2:45,4400 block of Knox Rd,10/11/2019,2:51,Injured/Sick Person,CBE
136,2019-00059830,10/11/2019,3:25,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",10/11/2019,3:25,CDS Violation,Arrest
138,2019-00059832,10/11/2019,4:07,4400 block of Lehigh Rd,10/11/2019,4:07,Suspicious Person/Auto,Active/Pending
140,2019-00059865,10/11/2019,8:45,Patapsco Building at 5145 Campus Dr,10/11/2019,8:53,Injured/Sick Person,CBE
142,2019-00059881,10/11/2019,9:00,Pocomoke at 7569 Baltimore Ave,10/11/2019,11:14,Suspicious Activity,CBE
144,2019-00059889,10/10/2019,19:00,340 block of Ehrensberger Dr,10/11/2019,11:57,Vehicle Tampering,Active/Pending
146,2019-00059890,10/10/2019,23:30,Lot 11b,10/11/2019,11:54,Theft,Investigation Pending
148,2019-00059899,10/11/2019,12:00,8000 block of Regents Dr,10/11/2019,12:51,Other Incident,CBE
150,2019-00059900,10/10/2019,8:30,Lot 11b,10/11/2019,12:56,Theft from Auto,Investigation Pending
152,2019-00059912,10/11/2019,14:55,4100 block of Valley Dr,10/11/2019,15:19,CDS Violation,CBE
154,2019-00059962,10/11/2019,20:10,Rossborough Inn at 7682 Baltimore Ave,10/11/2019,20:18,Injured/Sick Person,CBE
156,2019-00059973,10/11/2019,21:47,University Blvd,10/11/2019,21:47,CDS Violation,Arrest
158,2019-00059997,10/11/2019,23:56,4100 block of Valley Dr,10/11/2019,23:56,Injured/Sick Person,CBE
160,2019-00060013,10/12/2019,2:31,"Allegany, Allegany Hall at 4299 Lehigh Rd",10/12/2019,2:31,Suspicious Activity,CBE
162,2019-00060019,10/12/2019,3:45,"Leonardtown #240, Leonardtown at 4624 Norwich Rd",10/12/2019,3:52,Injured/Sick Person,CBE
164,2019-00060020,10/12/2019,4:01,4400 block of Lehigh Rd,10/12/2019,4:01,Injured/Sick Person,CBE
166,2019-00060073,10/8/2019,12:00,Prince Frederick at 7030 Preinkert Dr,10/12/2019,11:09,Theft,Investigation Pending
168,2019-00060085,10/10/2019,17:00,Denton at 3854 Stadium Dr,10/12/2019,12:32,Theft,Investigation Pending
170,2019-00060106,10/12/2019,16:08,"Garrett, Garrett Hall at 7570 Calvert Service Ln",10/12/2019,16:08,Check on the Welfare,CBE
172,2019-00060127,10/9/2019,17:00,7500 block of Mowatt Ln,10/12/2019,17:50,Vehicle Tampering,CBE
174,2019-00060140,10/10/2019,12:15,"Bioscience, Bioscience Research Building at 4066 Campus Dr",10/12/2019,19:54,Theft,Active/Pending
176,2019-00060142,10/12/2019,20:10,6 Fraternity Row,10/12/2019,20:10,Disorderly Conduct,Arrest
178,2019-00060146,10/12/2019,20:37,4000 block of Stadium Dr,10/12/2019,20:37,CDS Violation,CBE
180,2019-00060181,10/13/2019,0:01,Prince Frederick at 7030 Preinkert Dr,10/13/2019,0:01,Injured/Sick Person,CBE
182,2019-00060200,10/13/2019,1:12,Kent at 7565 Calvert Service Ln,10/13/2019,1:12,Injured/Sick Person,CBE
184,2019-00060220,10/13/2019,2:42,"Oakland, Oakland Hall at 3912 Denton Service Ln",10/13/2019,2:42,Emergency Petition,CBE
186,2019-00060224,10/13/2019,5:10,Somerset at 7567 Preinkert Dr,10/13/2019,5:20,Burglary,CBE
188,2019-00060264,10/13/2019,14:57,"H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr",10/13/2019,14:57,Injured/Sick Person,CBE
190,2019-00060292,10/13/2019,16:30,"President's Residence, University House at 8150 Presidential Dr",10/13/2019,16:43,Assist Other Agency,CBE
192,2019-00060353,10/14/2019,0:12,Baltimore Ave,10/14/2019,0:12,CDS Violation,Arrest
194,2019-00060356,10/14/2019,0:28,"Allegany, Allegany Hall at 4299 Lehigh Rd",10/14/2019,0:28,Injured/Sick Person,CBE
196,2019-00060418,10/8/2019,17:00,7500 block of Mowatt Ln,10/14/2019,10:15,Vandalism,Active/Pending
198,2019-00060430,10/14/2019,10:30,Varsity Sports Teamhouse at 4117 Stadium Dr,10/14/2019,10:57,Theft,Arrest
200,2019-00060435,10/14/2019,12:05,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",10/14/2019,12:05,Emergency Petition,CBE
202,2019-00060602,10/15/2019,0:49,Baltimore Ave,10/15/2019,0:49,CDS Violation,Arrest
204,2019-00060621,10/15/2019,1:29,Greenbelt Rd,10/15/2019,1:29,CDS Violation,Arrest
206,2019-00060626,10/15/2019,2:14,Adelphi Rd,10/15/2019,2:14,CDS Violation,Arrest
208,2019-00060711,10/15/2019,11:20,Baltimore Ave,10/15/2019,11:25,Pedestrian Struck,CBE
210,2019-00060722,10/15/2019,7:00,Lot 11b,10/15/2019,13:52,Theft,Investigation Pending
212,2019-00060725,10/15/2019,12:00,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",10/15/2019,14:13,Telephone/EMail Misuse,CBE
214,2019-00060729,10/15/2019,15:10,Calvert Rd,10/15/2019,15:10,Recovered Stolen Property,Arrest
216,2019-00060732,10/15/2019,17:20,"Chemistry, Chemistry Building at 8051 Regents Dr",10/15/2019,17:29,Injured/Sick Person,CBE
218,2019-00060739,10/15/2019,17:30,3900 block of Campus Dr,10/15/2019,18:23,Other Incident,CBE
220,2019-00060740,10/15/2019,18:41,"Chemistry, Chemistry Building at 8051 Regents Dr",10/15/2019,18:43,Theft,Investigation Pending
222,2019-00060757,10/15/2019,21:00,4100 block of Valley Dr,10/15/2019,23:09,Other Service Call,CBE
224,2019-00060777,10/15/2019,21:15,7600 block of Library Ln,10/15/2019,23:56,Theft,Arrest
226,2019-00060783,10/16/2019,0:42,8400 block of Baltimore Ave,10/16/2019,0:42,DWI/DUI,Arrest
228,2019-00060785,10/15/2019,8:00,Pocomoke at 7569 Baltimore Ave,10/16/2019,0:55,Dept Property Damage/Loss,Active/Pending
230,2019-00060850,10/16/2019,11:50,4000 block of Clagett Rd,10/16/2019,11:54,Theft,Arrest
232,2019-00060858,10/16/2019,8:30,Animal Science Building at 8127 Regents Dr,10/16/2019,15:45,Theft,Active/Pending
234,2019-00060954,10/17/2019,0:39,University Blvd,10/17/2019,0:39,DWI/DUI,Arrest
236,2019-00061066,10/14/2019,21:00,Artemesia Building at 8400 Baltimore Ave,10/17/2019,11:35,Vandalism,Active/Pending
238,2019-00061074,10/17/2019,12:50,University Blvd,10/17/2019,12:50,Warrant/Summons Service,Arrest
240,2019-00061093,10/17/2019,16:45,Lot E,10/17/2019,16:45,Recovered Stolen Property,Arrest
242,2019-00061154,10/17/2019,23:45,Lot K2,10/17/2019,23:54,Injured/Sick Person,CBE
244,2019-00061163,10/18/2019,0:25,Baltimore Ave,10/18/2019,0:25,DWI/DUI,Arrest
246,2019-00061169,10/18/2019,1:26,University Blvd,10/18/2019,1:26,DWI/DUI,Arrest
248,2019-00061192,10/18/2019,13:00,3900 block of Denton Service Ln,10/18/2019,13:00,Injured/Sick Person,CBE
250,2019-00061217,10/18/2019,17:00,Health Center at 3983 Campus Dr,10/18/2019,17:03,Emergency Petition,CBE
252,2019-00061218,10/18/2019,17:06,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",10/18/2019,17:06,Assist Other Agency,CBE
254,2019-00061337,10/19/2019,0:29,4000 block of Stadium Dr,10/19/2019,0:29,CDS Violation,Arrest
256,2019-00061347,10/19/2019,1:29,4200 block of Valley Dr,10/19/2019,1:29,Injured/Sick Person,CBE
258,2019-00061356,10/19/2019,2:30,"John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr",10/19/2019,2:27,Injured/Sick Person,CBE
260,2019-00061365,10/19/2019,3:22,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/19/2019,3:23,Injured/Sick Person,CBE
262,2019-00061375,10/19/2019,4:12,Alpha Chi Omega at 4525 College Ave,10/19/2019,4:12,Alcohol Violation,CBE
264,2019-00061385,10/19/2019,8:50,4000 block of Campus Dr,10/19/2019,9:28,Damage to State Property,CBE
266,2019-00061406,10/19/2019,13:09,3900 block of Campus Dr,10/19/2019,13:09,Theft,Arrest
268,2019-00061430,10/19/2019,16:13,Championship Ln,10/19/2019,16:13,Injured/Sick Person,CBE
270,2019-00061472,10/19/2019,{NO TIME},Ellicott at 4052 Stadium Dr,10/19/2019,22:07,Vandalism,Investigation Pending
272,2019-00061486,10/19/2019,23:40,4100 block of Valley Dr,10/19/2019,23:47,Injured/Sick Person,CBE
274,2019-00061487,10/19/2019,20:00,4500 block of College Ave,10/19/2019,23:54,Injured/Sick Person,CBE
276,2019-00061490,10/20/2019,0:18,"Oakland, Oakland Hall at 3912 Denton Service Ln",10/20/2019,0:18,Injured/Sick Person,CBE
278,2019-00061517,10/20/2019,2:58,Lot 11b,10/20/2019,2:58,Alcohol Violation,Arrest
280,2019-00061632,10/20/2019,18:23,7200 block of Preinkert Dr,10/20/2019,18:23,Emergency Petition,CBE
282,2019-00061743,10/18/2019,14:50,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",10/21/2019,9:35,Theft,Investigation Pending
284,2019-00061795,10/21/2019,13:00,Health Center at 3983 Campus Dr,10/21/2019,14:46,Emergency Petition,CBE
286,2019-00061817,10/21/2019,19:28,8300 block of Baltimore Ave,10/21/2019,19:28,Theft,Arrest
288,2019-00061818,10/21/2019,9:00,7500 block of Preinkert Dr,10/21/2019,19:52,Injured/Sick Person,CBE
290,2019-00061828,10/21/2019,23:14,4100 block of Valley Dr,10/21/2019,23:14,Injured/Sick Person,CBE
292,2019-00061829,10/21/2019,23:15,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",10/21/2019,23:15,Injured/Sick Person,CBE
294,2019-00061830,10/21/2019,23:15,6900 block of Preinkert Dr,10/21/2019,23:26,Injured/Sick Person,CBE
296,2019-00061861,10/22/2019,3:47,The Hotel at 7777 Baltimore Ave,10/22/2019,3:47,CDS Violation,Arrest
298,2019-00061936,10/21/2019,14:00,"Leonardtown #248, Leonardtown at 7567 Yale Ave",10/22/2019,12:10,Theft,Active/Pending
300,2019-00061938,10/22/2019,12:30,Prince Frederick at 7030 Preinkert Dr,10/22/2019,12:38,Injured/Sick Person,CBE
302,2019-00061941,10/21/2019,13:50,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",10/22/2019,13:04,Theft,CBE
304,2019-00061952,10/18/2019,14:30,4100 block of Farm Dr,10/22/2019,15:23,Theft,Investigation Pending
306,2019-00062076,10/23/2019,2:06,Delta Sigma Phi at 4300 Knox Rd,10/23/2019,2:06,Injured/Sick Person,CBE
308,2019-00062151,10/22/2019,23:00,4300 block of Knox Rd,10/23/2019,11:39,Theft,Unfounded
310,2019-00062157,10/23/2019,11:45,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",10/23/2019,12:32,Title IX Incident Non Criminal,CBE
312,2019-00062159,10/23/2019,13:15,JM Patterson at 4356 Stadium Dr,10/23/2019,13:15,Injured/Sick Person,CBE
314,2019-00062160,10/23/2019,13:54,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",10/23/2019,13:54,Found/Recovered Property,CBE
316,2019-00062197,10/23/2019,17:45,7600 block of Library Ln,10/23/2019,17:51,Sex Offense,Arrest
318,2019-00062208,10/23/2019,19:19,Knox Rd,10/23/2019,19:19,CDS Violation,Arrest
320,2019-00062282,10/23/2019,19:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",10/23/2019,23:42,Theft,Arrest
322,2019-00062318,10/24/2019,1:44,Baltimore Ave,10/24/2019,1:44,DWI/DUI,Arrest
324,2019-00062331,10/24/2019,4:14,"Bel Air, Bel Air Hall at 4213 Valley Dr",10/24/2019,4:14,Injured/Sick Person,CBE
326,2019-00062440,10/24/2019,14:55,"Lefrak, Lefrak Hall at 7251 Preinkert Dr",10/24/2019,15:00,Injured/Sick Person,CBE
328,2019-00062441,10/24/2019,15:04,University Blvd,10/24/2019,15:04,Accident - Departmental,CBE
330,2019-00062478,10/24/2019,19:09,7500 block of Girard Ave,10/24/2019,19:09,Assist Other Agency,CBE
332,2019-00062480,10/24/2019,17:00,"Club House, Golf Course Club House at 3800 Golf Course Rd",10/24/2019,19:14,Theft,Active/Pending
334,2019-00062563,10/25/2019,2:23,University Blvd,10/25/2019,2:23,DWI/DUI,Arrest
336,2019-00062564,10/25/2019,2:24,Baltimore Ave,10/25/2019,2:24,DWI/DUI,Arrest
338,2019-00062655,10/25/2019,10:56,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",10/25/2019,10:56,Injured/Sick Person,CBE
340,2019-00062687,10/25/2019,15:27,Health Center at 3983 Campus Dr,10/25/2019,15:27,Injured/Sick Person,CBE
342,2019-00062691,10/25/2019,13:45,"Computer Science Instructional Center, CSIC at 8169 Paint Branch Dr",10/25/2019,15:56,Theft,Investigation Pending
344,2019-00062731,10/25/2019,19:51,Dartmouth Ave,10/25/2019,19:51,Alcohol Violation,Arrest
346,2019-00062734,10/19/2019,11:00,Denton Hall at 3854 Stadium Dr,10/25/2019,20:02,Other Incident,Active/Pending
348,2019-00062751,10/25/2019,21:23,College Park Towers (Knox Road) at 4313 Knox Rd,10/25/2019,21:23,Suspicious Activity (Title IX Related),CBE
350,2019-00062782,10/26/2019,1:10,Pocomoke at 7569 Baltimore Ave,10/26/2019,1:11,Injured/Sick Person,CBE
352,2019-00062785,10/26/2019,1:23,Denton at 3854 Stadium Dr,10/26/2019,1:23,CDS Violation,Summons Issued
354,2019-00062791,10/26/2019,3:20,4100 block of Valley Dr,10/26/2019,3:20,Injured/Sick Person,CBE
356,2019-00062876,10/26/2019,17:47,Lehigh Rd,10/26/2019,17:47,Warrant/Summons Service,Arrest
358,2019-00062882,10/26/2019,21:20,3700 block of Campus Dr,10/26/2019,21:20,Emergency Petition,CBE
360,2019-00062884,10/26/2019,22:21,4100 block of Farm Dr,10/26/2019,22:20,CDS Violation,Arrest
362,2019-00062933,10/27/2019,2:08,4000 block of Stadium Dr,10/27/2019,2:08,Injured/Sick Person,CBE
364,2019-00063025,10/27/2019,17:30,7400 block of Columbia Ave,10/27/2019,17:54,Theft,Arrest
366,2019-00063031,10/27/2019,22:15,West Gate at 3841 Stadium Dr,10/27/2019,22:15,Recovered Stolen Motor Vehicle,Arrest
368,2019-00063066,10/28/2019,5:00,Queen Anne at 7645 Preinkert Dr,10/28/2019,5:00,Injured/Sick Person,CBE
370,2019-00063144,10/28/2019,14:43,Health Center at 3983 Campus Dr,10/28/2019,14:43,Emergency Petition,CBE
372,2019-00063275,10/29/2019,8:27,4300 block of Rowalt Dr,10/29/2019,8:27,Theft,Investigation Pending
374,2019-00063284,10/29/2019,10:00,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",10/29/2019,10:28,Injured/Sick Person,CBE
376,2019-00063314,10/29/2019,16:33,Health Center at 3983 Campus Dr,10/29/2019,16:33,Emergency Petition,CBE
378,2019-00063317,10/29/2019,17:11,4000 block of Stadium Dr,10/29/2019,17:12,CDS Violation,CBE
380,2019-00063342,10/29/2019,21:26,Lot 4B,10/29/2019,21:26,Injured/Sick Person,CBE
382,2019-00063538,10/30/2019,22:00,7500 block of Dickinson Ave,10/30/2019,22:45,Assist Other Agency,CBE
384,2019-00063576,10/31/2019,2:10,4400 block of Knox Rd,10/31/2019,2:10,Disorderly Conduct,Arrest
386,2019-00063616,10/22/2019,10:16,Sigma Kappa at 10 Fraternity Row,10/31/2019,10:16,Injured Officer,CBE
388,2019-00063737,10/31/2019,22:55,Baltimore Ave,10/31/2019,22:55,DWI/DUI,Arrest
390,2019-00063747,10/31/2019,23:36,3900 block of Denton Service Ln,10/31/2019,23:36,Injured/Sick Person,CBE
0,2019-00063921,11/1/2019,11:31,Worcester at 7405 Preinkert Dr,11/1/2019,11:31,Burglary,Investigation Pending
2,2019-00063928,6/1/2019,13:00,7000 block of 52nd Ave,11/1/2019,13:16,Vandalism,Investigation Pending
4,2019-00063932,11/1/2019,10:00,3900 block of Campus Dr,11/1/2019,13:42,Theft,Arrest
6,2019-00064046,11/1/2019,22:25,8500 block of Paint Branch Dr,11/1/2019,22:25,Theft,Arrest
8,2019-00064115,11/2/2019,1:02,Easton at 3917 Denton Service Ln,11/2/2019,1:02,Injured/Sick Person,CBE
10,2019-00064116,11/2/2019,1:05,Lot 1b,11/2/2019,1:05,Injured/Sick Person,CBE
12,2019-00064120,11/2/2019,1:18,Knox Rd,11/2/2019,1:22,Alcohol Violation,CBE
14,2019-00064123,11/2/2019,1:50,Knox Rd,11/2/2019,1:55,Disorderly Conduct,Arrest
16,2019-00064128,11/2/2019,2:51,4100 block of Valley Dr,11/2/2019,2:51,Injured/Sick Person,CBE
18,2019-00064129,11/2/2019,2:59,"Garrett, Garrett Hall at 7570 Calvert Service Ln",11/2/2019,2:59,Injured/Sick Person,CBE
20,2019-00064169,11/2/2019,11:49,Lot 4B,11/2/2019,11:49,Injured/Sick Person,CBE
22,2019-00064173,11/2/2019,11:30,Lot H,11/2/2019,12:17,Injured/Sick Person,CBE
24,2019-00064196,11/2/2019,13:41,"Art Soc, Art Sociology, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr",11/2/2019,13:41,Disorderly Conduct,CBE
26,2019-00064197,11/2/2019,13:45,Pocomoke at 7569 Baltimore Ave,11/2/2019,13:45,DWI/DUI,Arrest
28,2019-00064205,11/2/2019,15:15,Lot Z,11/2/2019,15:22,Injured/Sick Person,CBE
